RBD;NOMBRE;DEPENDENCIA;DIRECCIÓN;REGION;COMUNA;DIRECTOR/A;E- MAIL DIRECTOR/A;TELEFONO;E- MAIL ESTABLECIMIENTO ;Discapacidad Auditiva;Discapacidad Intelectual;Discapacidad Visual; Trastornos Específicos del Lenguaje; Transtornos Motores; Autismo; Discapacidad Graves Alteraciones en la Capacidad de Relación y Comunicación; Discapacidad Múltiple; Sordoceguera
15829;ESCUELA ESPECIAL DE LENGUAJE ABRAPALABRA;Particular Subvencionado;SALVADOR CORREA 345 345;6;SAN VICENTE;LORENA SILVA WITTO;LORESILVAWITTO@GMAIL.COM;72-572507;ESC.LENGUAJEABRAPALABRA@GMAIL.COM;;;;ü;;;;;
15831;ESCUELA ESPECIAL HIRAM;Particular Subvencionado;CURALI 830;6;SAN FERNANDO;MARÍA SOLEDAD GARCÍA LAS HERAS;MARISOLGARCIALH@HOTMAIL.COM;72-2373094;HIRAMSANFERNANDO@HOTMAIL.COM;;ü;;;;;;;
15834;ESCUELA ESP.DE LENGUAJE ENCANTADOS;Particular Subvencionado;TRAPENSES 676;6;RANCAGUA;MARÍA TERESA MARDONES CARRASCO;ENCANTADOSTT@HOTMAIL.COM;72-756486;ENCANTADOSTT@HOTMAIL.COM;;;;ü;;;;;
15835;ESC.ESP.DE LENGUAJE EL TREN DE CRISTOBAL;Particular Subvencionado;BLANCO ENCALADA 26;6;CHIMBARONGO;ALEJANDRA DEL PILAR CABRERA BEAS;ARCADECRISTOBAL@YAHOO.COM;72-2783684;ARCADECRISTOBAL@YAHOO.COM;;;;ü;;;;;
15836;ESCUELA ESP.DE LENGUAJE COMUNICARTE;Particular Subvencionado;LA FRONTERA 1188;6;RANCAGUA;  ;0;72-2763055;COMUNICARTE.ESCUELA@GMAIL.COM;;;;ü;;;;;
15838;ESCUELA ESP. DE LENGUAJE TREMUN;Particular Subvencionado;AVENIDA IGNACIO CARRERA PINTO 51;6;PICHIDEGUA;KARYNA FERNANDA DOMÍNGUEZ ARCE;DOMINGUEZARCE24@GMAIL.COM;72-2591084;KARYNADOMINGUEZARCE@GMAIL.COM;;;;ü;;;;;
15839;ESC. ESP. DE LENGUAJE SEMILLITA DE LA PUNTA;Particular Subvencionado;HERMANOS CARRERA 9;6;MOSTAZAL;CAROLINA ANDREA SANTANDER ARANCIBIA;CAROLINA.SANTANDER@ESCUELASEMILLITAS.CL;72-634356;CONTACTO@ESCUELASEMILLITAS.CL;;;;ü;;;;;
15841;ESC.ESP. DE LENGUAJE AYELEN;Particular Subvencionado;ARTURO PRAT 1368;6;RENGO;RICARDO ISAÍAS FARÍAS ORELLANA;AYELENESCUELALENGUAJE@GMAIL.COM;72-513927;AYELENESCUELALENGUAJE@GMAIL.COM;;;;ü;;;;;
15845;ESCUELA ESPECIAL DE LENGUAJE SAN JOSE;Particular Subvencionado;LAS ACACIAS 162;6;LOLOL;JUANA MARÍA VERÓNICA LABBÉ CELIS;JUANITALABBE@YAHOO.ES;9-50010849;ESCUELADELENGUAJELOLOL@GMAIL.COM;;;;ü;;;;;
15846;ESCUELA ESPECIAL DE LENGUAJE REMOLINOS;Particular Subvencionado;CAUPOLICAN 1541;6;MARCHIHUE;SANDRA PATRICIA DUARTE SALAS;REMOLINOS2012@GMAIL.COM;-;REMOLINOS2012@GMAIL.COM;;;;ü;;;;;
15851;ESCUELA ESPECIAL DE LENGUAJE SAN GABRIEL;Particular Subvencionado;LOS GUINDOS 378;6;SAN VICENTE;VÍCTOR ANDRÉS CARIS NÚÑEZ;ANDRESSIRAC@GMAIL.COM;72-2603554;ESCUELADELENGUAJESANGABRIEL@GMAIL.COM;;;;ü;;;;;
15852;ESCUELA ESPECIAL ANGELES;Particular Subvencionado;AV. PEPÚBLICA DE CHILE 701;6;COLTAUCO;CARLA ANDREA HERBIAS FIGUEROA;CARLAHERBIASFIGUEROA@GMAIL.COM;72-2452025;ESCUELAESPECIALANGELES@GMAIL.COM;;ü;;;;;;ü;
15853;ESCUELA ESPECIAL DE LENGUAJE CARRUSEL;Particular Subvencionado;FREIRE 166;6;RANCAGUA;ELIZABETH MERCEDES RODRÍGUEZ BARROS;ELICHIK27@HOTMAIL.COM;72-2240807;ELICHIK27@HOTMAIL.COM;;;;ü;;;;;
15856;ESCUELA ESPECIAL DE LENGUAJE NEWEN;Particular Subvencionado;PJE. SAN JOAQUIN ;6;PAREDONES;ESTELI MARCELA HAAD OJEDA;ESTELIHAAD@GMAIL.COM;72-2579271;ESC.DELENGUAJENEWEN@GMAIL.COM;;;;ü;;;;;
15858;ESCUELA ESPECIAL SAN EXPEDITO DE RENGO;Particular Subvencionado;AVDA. NUEVA BISQUERT 1126;6;RENGO;BLANCA MARGARITA FLORES VARGAS;ESCUELAESPECIALRENGO@GMAIL.COM;9-57793592;ESCUELAESPECIALRENGO@GMAIL.COM;;ü;;;;;;ü;
16406;ESC. DIFERENCIAL GUSTAVO RAMIREZ MORENO;Particular Subvencionado;VALDIVIA N° 35 S/N;7;SAGRADA FAMILIA;PATRICIA MARGARITA PÉREZ RETAMAL;PPEREZR2003@GMAIL.COM;75-451055;ESCUELADIFERENCIAL756@YAHOO.ES;;ü;;;;;;;
16427;COLEGIO ESMERALDA;Particular Subvencionado;CAMINO LAS RASTRAS N° 4614 S/N;7;TALCA;GUMARIO EDMUNDO FRANCISCO FRÍAS ALARCÓN;FRIASALARCON@YAHOO.ES;71-2683822;FRIASALARCON@YAHOO.ES;;;;ü;;;;;
16429;ESCUELA DIFERENCIAL LAS ILUSIONES;Particular Subvencionado;CAMINO ZAPALLAR S/N KM1 S/N;7;CURICÓ;MARÍA CECILIA BASUALTO BUSTAMANTE;CBASUALTO@COANIL.CL;75-324218;CBASUALTO@COANIL.CL;;ü;;;;;;;
16472;ESC.ESPECIAL TRASTORNOS DE LA COMUNICACI;Particular Subvencionado;AVDA. PRESIDENTE IBAÑEZ 350;7;LINARES;PATRICIA GEORGINA SANTIBÁÑEZ MONTECINO;SANTIBAEZPG@YAHOO.ES;73-2506567;ESCUELAANAI@YAHOO.ES;;;;ü;;;;;
16479;ESCUELA TALLER LABORAL UNPADE;Particular Subvencionado;5 ORIENTE 20 NORTE S/N° S/N;7;TALCA;SANDRA DEL CARMEN CONTRERAS JARA;SCONJA@GMAIL.COM;4-42911771;TALAUN2010@GMAIL.COM;;ü;;;;;;;
16490;CENTRO DE LENGUAJE MARCELA PAZ;Particular Subvencionado;5 NORTE 1080;7;TALCA;HERNI ANTONIO GONZÁLEZ NÚÑEZ;ERTO2003@HOTMAIL.COM;71-2232953;ANITAMUÑOZ.PIE@GMAIL.COM;;;;ü;;;;;
16521;ESC.ESPECIAL DE TRASTORNO DE LA COMUNICACION;Particular Subvencionado;6 1/2 SUR 255 VILLA EDEN S/N;7;TALCA;SOLEDAD ANDREA LUCÍA JOFRÉ ACEVEDO;S.JOFRE11@GMAIL.COM;71-2310187;ESCUELAINTEGRALEN@HOTMAIL.COM;;;;ü;;;;;
16523;ESC.TRASTORNOS DE LENGUAJE HANS CHRISTIAN AND;Particular Subvencionado;YUNGAY 1411;7;CURICÓ;PAULA ANDREA VALENZUELA CRUZ;PAULAANDREA.VALENZUELA@GMAIL.COM;75-223793;PAULAANDREA.VALENZUELA@GMAIL.COM;;;;ü;;;;;
16530;ESC.ESPECIAL TRASTORNOS DE LA COMUNIC. MIS SO;Particular Subvencionado;PORTALES N° 51 S/N;7;CONSTITUCIÓN;MARÍA CRISTINA ANDREA VALENZUELA GONZÁLEZ;CRISTYPROFE@GMAIL.COM;07-672939;ESCUELADELENGUAJE.MISSONIDOS@GMAIL.COM;;;;ü;;;;;
16533;CENTRO DE LENGUAJE Y PSICOPEDAGOGIA DALUZ;Particular Subvencionado;VILLA VERDE 5 ORIENTE 5 Y MEDIA SUR 1150;7;TALCA;MARCELA XIMENA FARÍAS ARÉVALO;MXFARIAS@HOTMAIL.COM;71-2234550;CENTRODALUZ1@YAHOO.COM;;;;ü;;;;;
16537;ESCUELA DE LENGUAJE CEL;Particular Subvencionado;LOS OLIVOS 220;7;CURICÓ;VERÓNICA CECILIA GUZMÁN AGUILAR;COLEGIOCELCURICO@YAHOO.ES;75-2383187;COLEGIOSCEL@GMAIL.COM;;;;ü;;;;;
16542;ESCUELA DE LENGUAJE MAZAPAN;Particular Subvencionado;SIMON BOLIVAR NO36 S/N;7;CURICÓ;MARIELA ALEJANDRA PÉREZ RETAMAL;NEGRYPER@HOTMAIL.COM;75-312323;NEGRYPER@HOTMAIL.COM;;;;ü;;;;;
16544;ESCUELA DE LENGUAJE PAUL HARRIS;Particular Subvencionado;ESMERALDA Nº 110 S/N;7;TENO;VERÓNICA DEL CARMEN VÉLIZ FARÍAS;VEROVELIZFARIAS@HOTMAIL.COM;75-412286;VEROVELIZFARIAS@HOTMAIL.COM;;;;ü;;;;;
16548;MI JARDIN Y YO;Particular Subvencionado;AV COLIN 0220 S/N;7;TALCA;NANCY DEL CARMEN DÍAZ CASTILLO;NANCYDIAZCASTILLO@HOTMAIL.COM;71-2232796;MIJARDINYYO@YAHOO.ES;;;;ü;;;;;
16552;ESCUELA LENGUAJE BELEN;Particular Subvencionado;1 ORIENTE Nª 2287 VILLA PIDUCO S/N;7;TALCA;SOFÍA MAGDALENA GARRIDO MOLINA;D_MELENDEZ11@HOTMAIL.COM;71-2232695;EBELENTALCA@GMAIL.COM;;;;ü;;;;;
16553;ESCUELA DE LENGUAJE MANANTIAL;Particular Subvencionado;20 SUR  VILLA ECUADOR 484;7;TALCA;ALICIA ROSA ORELLANA ORELLANA;LICIA7@HOTMAIL.COM;71-2237289;ESCUELA.MANANTIAL@HOTMAIL.COM;;;;ü;;;;;
16554;ESCUELA DE LENGUAJE CEL;Particular Subvencionado;AVDA. LUIS CRUZ MARTINEZ 2805;7;MOLINA;VERÓNICA CECILIA GUZMÁN AGUILAR;COLEGIOSCELCURICO@YAHOO.ES;75-2491077;COLEGIOSCEL@GMAIL.COM;;;;ü;;;;;
16557;CENTRO DE LENGUAJE CAUQUENES;Particular Subvencionado;CHACABUCO 554;7;CAUQUENES;MARIANELA ANDREA SÁNCHEZ BAEZA;PSICOPEDAGOGAEDUCA@GMAIL.COM;73-2512058;LENCAUQUENES@GMAIL.COM;;;;ü;;;;;
16558;CENTRO EDUCACIONAL TERRANOVA;Particular Subvencionado;1 ORIENTE 0142    17 SUR S/N;7;TALCA;ELIANA ROSA PÉREZ REBOLLEDO;EDUCACIONALTERRANOVA@GMAIL.COM;71-2217158;EDUCACIONALTERRANOVA@GMAIL.COM;;;;ü;;;;;
16560;CENTRO DE LENGUAJE SAN JAVIER;Particular Subvencionado;CHORRILLOS NO 717 S/N;7;SAN JAVIER;CARMEN MILLARAY MUÑOZ CANESSA;MILLARAYMC@HOTMAIL.COM;73-323352;MILLARAYMC@HOTMAIL.COM;;;;ü;;;;;
16561;CENTRO LENGUAJE EL CANELO;Particular Subvencionado;COLO COLO 435;7;LINARES;CECILIA EUGENIA DE LOURDES ESCOBAR ARAVENA;LIACOBAN@GMAIL.COM;73-2224915;LIACOBAN@GMAIL.COM;;;;ü;;;;;
16563;ESCUELA DE LENGUAJE CEDEL;Particular Subvencionado;DIECIOCHO 1251;7;PARRAL;EDITH DEL ROSARIO VILLALOBOS INOSTROZA;CEDELPARRAL@HOTMAIL.COM;73-2465529;CEDELPARRAL@HOTMAIL.COM;;;;ü;;;;;
16565;ESCUELA DE LENGUAJE PRINCIPITO;Particular Subvencionado;AVENIDA 7 DE ABRIL  ;7;MOLINA;LIZETTE CAROLINA MORAGA VALENZUELA;LIZETEDUCADORA_1@HOTMAIL.COM;75-471356;LIZETEDUCADORA_1@HOTMAIL.COM;;;;ü;;;;;
16566;COLEGIO ESPECIAL DE MARIA;Particular Subvencionado;MEMBRILLAR 0115 S/N;7;CURICÓ;MARÍA ZULEMA HERRERA MOYA;COLEGIODEMARIA@GMAIL.COM;75-2317112;COLEGIODEMARIA@GMAIL.COM;;ü;;;;;;;
16568;ESCUELA DE LENGUAJE SAN NICOLAS;Particular Subvencionado;SERRANO 345;7;LINARES;JEANNETTE DEL CARMEN HERNÁNDEZ TORO;JEAHET@HOTMAIL.COM;73-2219325;JEAHET@HOTMAIL.COM;;;;ü;;;;;
16570;ESCUELA DE LENGUAJE RAYENCO;Particular Subvencionado;AVDA. RAMON FREIRE 377 S/N;7;ROMERAL;MARCO ANTONIO SEPÚLVEDA JARA;RAYENCOADM@GMAIL.COM;44-2161143;RAYENCOADM@GMAIL.COM;;;;ü;;;;;
16572;ESCUELA ESPECIAL HIERBAS BUENAS;Particular Subvencionado;CHACABUCO 851;7;LINARES;MARÍA CRISTINA JIMÉNEZ ORTIZ;DIRECTORA@HIERBASBUENAS.CL;73-2970230;PROYECTOHB2008@GMAIL.COM;;ü;;;;;;;
16574;EMA ESCAJADIO GARCIA;Particular Subvencionado;4 PONIENTE 644;7;TALCA;CLAUDIA ANDREA GUTIÉRREZ CRESPO;CGCRESPO@HOTMAIL.COM;71-2211788;ESCUELAEEEG@GMAIL.COM;;ü;;;;;;;
16575;CENTRO DE LENGUAJE CEDEL;Particular Subvencionado;17 NTE 11 OTE 1782 1782;7;TALCA;SUNER CAROLAYN SILVA GONZÁLEZ;SUNERCITA@YAHOO.COM;71-2730116;ESC.ESPECIALDELENGUAJECEDEL@YAHOO.CL;;;;ü;;;;;
16577;ESCUELA DE LENGUAJE LAS NIEVES;Particular Subvencionado;PASAJE NARANJAL NO 191 S/N;7;VILLA ALEGRE;MÓNICA LORENA HOCES VERGARA;MONICAHOCES@GMAIL.COM;73-2381327;MONICAHOCES@GMAIL.COM;;;;ü;;;;;
16584;ESCUELA DE LENGUAJE GIRASOL;Particular Subvencionado;POBLACION TUNQUELEN PAS.DEL INCA 30;7;HUALAÑÉ;XIMENA ANDREA ARANCIBIA GALLARDO;XIME_ARANCIBIA@HOTMAIL.COM;75-2481482;XIME_ARANCIBIA@HOTMAIL.COM;;;;ü;;;;;
16585;CENTRO EDUCACIONAL IRIS;Particular Subvencionado;4 ORIENTE CON 12 1/2 NORTE ;7;TALCA;RODRIGO ANDRÉS SALINAS POZO;RSALINAS_@HOTMAIL.COM;71-2685414;ESCUELA_IRIS@HOTMAIL.COM;;;;ü;;;;;
16586;ESCUELA DE LENGUAJE RAYITO DE SOL;Particular Subvencionado;AVENIDA DIEGO PORTALES 3;7;RAUCO;PATRICIA ELIANA QUEZADA SEITZ;PATIQS@HOTMAIL.COM;75-2441276;RAYITODESOL2004@EDUCARCHILE.CL;;;;ü;;;;;
16589;COLEGIO EL QUILLAY;Particular Subvencionado;SAN AGUSTIN 1414;7;CURICÓ;MARCELO ERNESTO VALENZUELA SALAZAR;PSIMARCELO26@GMAIL.COM;75-2319582;COLEGIOELQUILLAY@HOTMAIL.COM;;;;ü;;;;;
16590;ESC.ESP.DE TRAST.DEL LENGUAJE SAN VALENTIN;Particular Subvencionado;13 NORTE 1158 S/N;7;TALCA;CLAUDIO ALONSO LETELIER OLAVE;ESANVALENTIN@HOTMAIL.COM;-;ESANVALENTIN@HOTMAIL.COM;;;;ü;;;;;
16591;ESCUELA DE LENGUAJE ARRAYAN;Particular Subvencionado;5 ORIENTE 2473  COOP PROSPERIDAD 2473;7;TALCA;MACARENA PASSALACQUA PINEDO;MACARENAPASSALACQUA@HOTMAIL.COM;71-2226982;ESCUELAARRAYAN@HOTMAIL.COM;;;;ü;;;;;
16592;ESCUELA LENGUAJE SAN CLEMENTE;Particular Subvencionado;CALLE PAULA MONTAL 757;7;SAN CLEMENTE;ANA MARÍA MUÑOZ CONTARDO;LENGUAJESANCLEMENTE@GMAIL.COM;71-2622706;LENGUAJESANCLEMENTE@GMAIL.COM;;;;ü;;;;;
16594;COLEGIO EL SEMBRADOR;Particular Subvencionado;AVDA. QUILVO 482 167;7;CURICÓ;XIMENA ANDREA GONZÁLEZ ABARCA;XIMEGONZALEZ2000@YAHOO.ES;75-2432167;COLEGIOELSEMBRADOR@GMAIL.COM;;ü;;;;;;ü;
16595;ESCUELA DE LENGUAJE ANTUPIREN;Particular Subvencionado;4 NORTE 358;7;LONGAVÍ;SYLVIA EUGENIA LLANOS BRAVO;SLLANOSB@HOTMAIL.COM;73-2412211;SLLANOSB@HOTMAIL.COM;;;;ü;;;;;
16597;ESCUELA DE LENGUAJE ZARCILLO;Particular Subvencionado;10 ORIENTE  092 ESQUINA 15 SUR TALCA 92;7;TALCA;DIONEL ANTONIO LUNA ESPINOZA;DIONELLUNA@HOTMAIL.COM;71-2282085;DIONELLUNA@HOTMAIL.COM;;;;ü;;;;;
16598;COLEGIO VERBUM;Particular Subvencionado;VILLA ITALIA ;7;CURICÓ;MARÍA MAGDALENA MIRA SÁEZ;VERBUM@LIVE.CL;75-2319585;ESCUELAVERBUM@HOTMAIL.COM;;;;ü;;;;;
16599;ESCUELA LENGUAJE PROSPERIDAD;Particular Subvencionado;5 ORIENTE N° 2381 ;7;TALCA;MACARENA PASSALACQUA PINEDO;MACARENAPASSALACQUA@GMAIL.COM;71-2215984;MACARENAPASSALACQUA@HOTMAIL.COM;;;;ü;;;;;
16601;ESCUELA ESPECIAL DE LENGUAJE ALTAMIRA;Particular Subvencionado;AVENIDA BRASIL 48;7;LINARES;ANA MARGARITA MARTÍNEZ ARIAS;ESCALTAMIRA@HOTMAIL.COM;73-2216875;ESCALTAMIRA@HOTMAIL.COM;;;;ü;;;;;
16602;CENTRO LENGUAJE DALUZ 2;Particular Subvencionado;ORLANDO ESPINOZA POBLACION 21 DE MARZO 415;7;SAN CLEMENTE;MARTA DE LAS MERCEDES ESPINOZA GAVILÁN;ESPINOZA.MARTA@GMAIL.COM;71-2621339;CENTRODALUZ1@YAHOO.COM;;;;ü;;;;;
16603;ESC. LENGUAJE ARCOIRIS;Particular Subvencionado;ELISA ALVAREZ N°132 POB.SAN MAXIMO SAN CLEMENTE S/N;7;SAN CLEMENTE;ANGELA MARÍA TRONCOSO ARRIAGADA;ANGTRONS@HOTMAIL.COM;71-2622738;ANGTRONS@HOTMAIL.COM;;;;ü;;;;;
16607;ESCUELA DE LENGUAJE ALBORADA;Particular Subvencionado;AVENIDA SARMIENTO S/N S/N;7;CURICÓ;MARÍA CAROLINA MOLINA CASTRO;JOCAROLA7M@GMAIL.COM;75-2351060;JOCAROLA7@HOTMAIL.COM;;;;ü;;;;;
16610;ESCUELA DE LENGUAJE EDUCAR;Particular Subvencionado;TOMAS IGNACIO CORREA 239 S/N;7;SAGRADA FAMILIA;CAROLINA ANGÉLICA BERRÍOS NILO;KROBENILO@HOTMAIL.COM;75-2524599;EDUCARSF@YAHOO.COM;;;;ü;;;;;
16613;ESCUELA DE LENGUAJE BELEN;Particular Subvencionado;BUENOS AIRES NO 503-A PARRAL 503;7;PARRAL;ZORAIDA MARÍA MOLINA SALDÍAS;ZMOLINASALDIAS@HOTMAIL.COM;73-2465775;BELENPARRAL@GMAIL.COM;;;;ü;;;;;
16615;ESC.DE LENGUAJE Y JARDIN INFANTIL ECOLOGICO;Particular Subvencionado;PRIETO 1011 S/N;7;CONSTITUCIÓN;XIMENA DEL CARMEN RODRÍGUEZ DUQUE;XIMERODRIGUEZDUQUE@HOTMAIL.COM;71-676885;XIMERODRIGUEZDUQUE@HOTMAIL.COM;;;;ü;;;;;
16619;ESCUELA DE LENGUAJE BAMBI;Particular Subvencionado;PATRICIO LYNCH 32 32;7;CUREPTO;ROSALINDA DE LAS NIEVES VERGARA BELMAR;DIRECCIONBAMBI@HOTMAIL.COM;75-2392878;ESCUELABAMBICUREPTO@GMAIL.COM;;;;ü;;;;;
16622;ESCUELA DE LENGUAJE GARDEN SCHOOL;Particular Subvencionado;9 ORIENTE 2 NORTE 1260;7;TALCA;ZUNILDA DEL CARMEN VERDUGO GONZÁLEZ;JOSESEGURA28@HOTMAIL.COM;71-2237519;JOSESEGURA28@HOTMAIL.COM;;;;ü;;;;;
16623;ESCUELA DE LENGUAJE RAIGUEN;Particular Subvencionado;COOPERATIVA LIRCAY  8  SUR CON 29 1/2  ORIENTE 106. 106;7;TALCA;MAGDALENA DEL PILAR RAMÍREZ PALMA;MININA.MAGDALENA@GMAIL.COM;07-243690;RAIGUEN2005@YAHOO.ES;;;;ü;;;;;
16624;COLEGIO ANTARES;Particular Subvencionado;FUNDO LA CODICIA LOTE E-1 POBLACION LOS ALAMOS S/N;7;PELARCO;CRISTIAN ALBERTO TORREALBA MUÑOZ;CTORREALBAM@GMAIL.COM;71-2657146;ANTARES.COLEGIO@GMAIL.COM;;;;ü;;;;;
16625;COLEGIO PABLO DE ROKHA;Particular Subvencionado;ORILLA DE MAULE KM 3 1/2 S/N;7;SAN JAVIER;MARCELA PAZ PÉREZ GAJARDO;MARCELAPAZ19@HOTMAIL.COM;73-2628458;SOCIEDADEDUCACIONAL@HOTMAIL.COM;;;;ü;;;;;
16630;CENTRO EDUCATIVO DE LENGUAJE ANDALEN;Particular Subvencionado;OCEANO PACIFICO  POBLACIONSTA.ELENA LOS NICHES 81;7;CURICÓ;MARCELA PILAR ESPARZA PARRA;CE_ANDALEN@YAHOO.ES;75-432376;CE_ANDALEN@YAHOO.ES;;;;ü;;;;;
16631;ESCUELA DE LENGUAJE TORREBLANCA;Particular Subvencionado;TORREBLANCA 2364;7;SAN JAVIER;CAROLINA EUGENIA BENAVIDES PELLEGRINI;ESC.TORREBLANCA@GMAIL.COM;73-2321847;ESC.TORREBLANCA@GMAIL.COM;;;;ü;;;;;
16633;ESCUELA DE LENGUAJE ABEJITA MAYA;Particular Subvencionado;10 SUR   A    34 ORIENTE 3656;7;TALCA;KARINA DEL ROSARIO CHACÓN SANTANDER;ESCUELAABEJITAMAYA@GMAIL.COM;44-2907723;ESCUELAABEJITAMAYA@GMAIL.COM;;;;ü;;;;;
16636;ESCUELA DE LENGUAJE MILLAHUE;Particular Subvencionado;19 ORIENTE VILLA COOPERATIVA  ORIENTE 461;7;TALCA;CAROLINA ELENA VALLE MÁRQUEZ;CAROLAVALLEMARQUEZ@GMAIL.COM;71-2246953;ESCUELAMILLAHUENTALCA@GMAIL.COM;;;;ü;;;;;
16637;ESCUELA DE LENGUAJE ESTRELLITA FUGAZ;Particular Subvencionado;SENADOR ULISES CORREA S/N S/N;7;SAGRADA FAMILIA;MÓNICA DEL CARMEN PACHECO VALDERRAMA;MOPACHECOV@YAHOO.ES;9-97464617;ANGELINA_DIAZ_PONCE@HOTMAIL.COM;;;;ü;;;;;
16639;ESCUELA INTY LLAN;Particular Subvencionado;2 NORTE 3135;7;TALCA;JACQUELINE DE LOURDES VALDÉS TOBAR;ESCUELA.INTY-LLAN@OUTLOOK.ES;71-2683994;JAVATO.1420@GMAIL.COM;;;;ü;;;;;
16640;ESCUELA DE LENGUAJE SAN VALENTIN SUR ORIENTE;Particular Subvencionado;9 1/2 SUR 3593 S/N;7;TALCA;ALMA VERÓNICA TAPIA PEÑA;ALMATP@GMAIL.COM;71-2243586;COLESANVALENTINSUR@GMAIL.COM;;;;ü;;;;;
16645;COLEGIO LAS ESTRELLITAS;Particular Subvencionado;GUSTAVO VALDES 471 COLBUN S/N;7;COLBÚN;SILVIA DE LAS MERCEDES JAQUE LARA;SILVIAJAQUE@GMAIL.COM;9-66192639;CARPLASAN08@GMAIL.COM;;;;ü;;;;;
16646;ESCUELA DE LENGUAJE ARCOIRIS;Particular Subvencionado;VILLA ILUSIO Nª3 CASA BLANCA S/N;7;MOLINA;LIZETTE CAROLINA MORAGA VALENZUELA;LIZETEDUCADORA_1@HOTMAIL.COM;75-472849;LIZETEDUCADORA_1@HOTMAIL.COM;;;;ü;;;;;
16647;COLEGIO ESPECIAL CRECER;Particular Subvencionado;AVENIDA SAN MIGUEL 3482;7;TALCA;DANIELA CAROLINA URAYAMA RODRÍGUEZ;COLEGIOESPECIALCRECER@HOTMAIL.COM;71-685402;COLEGIOESPECIALCRECER@HOTMAIL.COM;;ü;;;;;;;
16649;ESCUELA ESPECIAL SAN VICENTE;Particular Subvencionado;EL CIRUELO 121 S/N;7;TENO;GELEN KRIS VIDAL FUENTES;B_JANALO@HOTMAIL.COM;75-412483;ESCUELASANVICENTETENO@GMAIL.COM;;ü;;;;;;;
16652;CENTRO EDUCATIVO MACHU PICCHU;Particular Subvencionado;POBLACION JOSE OLANO ARISMENDI ;7;CURICÓ;RODOLFO ANDRÉS SEGUEL COFFIN;RODOLFOSEGUEL.CEDEL@GMAIL.COM;75-2332804;COLEGIOCEDEL@GMAIL.COM;;;;ü;;;;;
16654;ESCUELA DIFERENCIAL LOS GERANIOS;Particular Subvencionado;5 ORIENTE 10 NORTE Nº 2107 S/N;7;TALCA;CARMEN JEANETTE ARCE BUSTOS;CARCE@COANIL.CL;71-213197;UELOSGERANIOS@COANIL.CL;;ü;;;ü;;;;
16659;ESCUELA DE LENGUAJES EDUCALEN;Particular Subvencionado;FERNANDO PAROT SILVA ;7;PENCAHUE;ANDREA ALEJANDRA VERGARA VALDÉS;EDUCALEN@HOTMAIL.COM;9-42865742;EDUCALEN@HOTMAIL.COM;;;;ü;;;;;
16661;ESCUELA DE PARVULOS PRINCIPITO DE SANTA ANA;Particular Subvencionado;SITIO 1Y2 SANTA ANA S/N;7;SAGRADA FAMILIA;JENNY MARGOT ARAVENA ALCAÍNO;JARDINPRINCIPITO_SFAMILIA@YAHOO.ES;9-87693704;JARDINPRINCIPITO_SFAMILIA@YAHOO.ES;;;;ü;;;;;
16663;ESCUELA DE LENGUAJE CARACOLA;Particular Subvencionado;VILLA MAGISTERIO 27 SUR 15 1/2 PTE 127;7;TALCA;CAROLA MARCELA ARAVENA CANALES;CARO.ARAVENA@YAHOO.COM;71-2296461;CARO.ARAVENA@YAHOO.COM;;;;ü;;;;;
16666;ESCUELA DE LENGUAJE RENACER;Particular Subvencionado;22 1/2 SUR 52 TALCA S/N;7;TALCA;JESSICA SCARLET MONDACA URRUTIA;ESCUELADELENGUAJE.RENACER@GMAIL.COM;71-685726;ESCUELADELENGUAJE.RENACER@GMAIL.COM;;;;ü;;;;;
16668;ESCUELA ESPECIAL DE LENGUAJE NINO JESUS;Particular Subvencionado;VICTORIA 201;7;CAUQUENES;FERNANDO LEONEL FLORES MEDINA;FFLORES.COLEGIO@GMAIL.COM;73-2514642;ESCUELALENGUAJEJESUS@GMAIL.COM;;;;ü;;;;;
16671;ESCUELA ESPECIAL DE LENGUAJE SAN ESTEBAN;Particular Subvencionado;AVENIDA COLIN 962;7;TALCA;MÓNICA DE LAS MERCEDES SOTO VALENZUELA;ESCUELA.LENGUAJE.SANESTEBAN@GMAIL.COM;71-2401321;ESCUELA.LENGUAJE.SANESTEBAN@GMAIL.COM;;;;ü;;;;;
16672;ESCUELA ESPECIAL DE LENGUAJE ALHUE;Particular Subvencionado;4 NORTE N° 496 S/N;7;TALCA;VERÓNICA PILAR CHÁVEZ SERRAS;ESCUELA.ALHUE@GMAIL.COM;71-2225610;ESCUELA.ALHUE@GMAIL.COM;;;;ü;;;;;
16673;COLEGIO CLUB DE LEONES TALCA ;Particular Subvencionado;14 NORTE 1360 1360;7;TALCA;PILAR ALEJANDRA TRONCOSO PÉREZ;PILAR_TRONCOSO@YAHOO.ES;71-2212863;CACERES.IVAN@GMAIL.COM;;;;ü;;;;;
16675;ESCUELA ESPEC. DE LENGUAJE ALFREDO GIDI JALIL;Particular Subvencionado;ARTURO PRAT 161;7;PARRAL;MARÍA ALEJANDRA DE LOURDES SOTO SEPÚLVEDA;GIDIESCUELA@HOTMAIL.COM;73-2462970;GIDIESCUELA@HOTMAIL.COM;;;;ü;;;;;
